来源,食谱,原料,原料类别,类型,营养状态,营养状态名,当前制备方法,问题数,最高严重度,问题类型,说明,建议修法
设计器草稿,秋葵藜麦米牛肉鸡胸,大米,谷类及制品,FOOD,COOKED,熟,煮熟后称重、打碎、充分搅拌,1,中,A3 熟档案未写口径,没写按生重还是熟重称量,补「熟重」
设计器草稿,秋葵藜麦米牛肉鸡胸,藜麦,谷类及制品,FOOD,RAW,生,生重、打粉、充分搅拌,1,中,A4 同原料口径不一致,该原料在不同食谱里既写过生重又写过熟重,统一口径
设计器草稿,秋葵藜麦米牛肉鸡胸,藜麦,谷类及制品,FOOD,RAW,生,生重、打粉、充分搅拌,1,中,A4 同原料口径不一致,该原料在不同食谱里既写过生重又写过熟重,统一口径
设计器草稿,秋葵藜麦米牛肉鸡胸,土豆,薯类及制品,FOOD,COOKED,熟,去皮、煮熟后称重、打碎、充分搅拌,1,中,A3 熟档案未写口径,没写按生重还是熟重称量,补「熟重」
设计器草稿,秋葵藜麦米牛肉鸡胸,土豆,薯类及制品,FOOD,COOKED,熟,去皮、煮熟后称重、打碎、充分搅拌,1,中,A3 熟档案未写口径,没写按生重还是熟重称量,补「熟重」
设计器草稿,秋葵藜麦米牛肉鸡胸,西兰花,蔬菜类及制品,FOOD,COOKED,熟,打碎、静置30分钟、焯水沥干、称重、充分搅拌,3,中,B5 非标准词 + A3 熟档案未写口径 + A4 同原料口径不一致,自由文本：焯水沥干 / 称重；没写按生重还是熟重称量；该原料在不同食谱里既写过生重又写过熟重,归入受控词表或补进字典；补「熟重」；统一口径
设计器草稿,秋葵藜麦米牛肉鸡胸,西兰花,蔬菜类及制品,FOOD,COOKED,熟,打碎、静置30分钟、焯水沥干、称重、充分搅拌,3,中,B5 非标准词 + A3 熟档案未写口径 + A4 同原料口径不一致,自由文本：焯水沥干 / 称重；没写按生重还是熟重称量；该原料在不同食谱里既写过生重又写过熟重,归入受控词表或补进字典；补「熟重」；统一口径
设计器草稿,秋葵藜麦米牛肉鸡胸,胡萝卜,蔬菜类及制品,FOOD,COOKED,熟,煮熟后称重、打碎、充分搅拌,2,中,A3 熟档案未写口径 + A4 同原料口径不一致,没写按生重还是熟重称量；该原料在不同食谱里既写过生重又写过熟重,补「熟重」；统一口径
设计器草稿,秋葵藜麦米牛肉鸡胸,胡萝卜,蔬菜类及制品,FOOD,COOKED,熟,煮熟后称重、打碎、充分搅拌,2,中,A3 熟档案未写口径 + A4 同原料口径不一致,没写按生重还是熟重称量；该原料在不同食谱里既写过生重又写过熟重,补「熟重」；统一口径
设计器草稿,糙米三文鱼牛肉（敢敢）,糙米,谷类及制品,FOOD,COOKED,熟,煮熟后称重、静置30分钟、打碎、充分搅拌,2,中,A3 熟档案未写口径 + A4 同原料口径不一致,没写按生重还是熟重称量；该原料在不同食谱里既写过生重又写过熟重,补「熟重」；统一口径
设计器草稿,糙米三文鱼牛肉（敢敢）,糙米,谷类及制品,FOOD,COOKED,熟,煮熟后称重、静置30分钟、打碎、充分搅拌,2,中,A3 熟档案未写口径 + A4 同原料口径不一致,没写按生重还是熟重称量；该原料在不同食谱里既写过生重又写过熟重,补「熟重」；统一口径
设计器草稿,糙米三文鱼牛肉（敢敢）,糙米,谷类及制品,FOOD,COOKED,熟,煮熟后称重、静置30分钟、打碎、充分搅拌,2,中,A3 熟档案未写口径 + A4 同原料口径不一致,没写按生重还是熟重称量；该原料在不同食谱里既写过生重又写过熟重,补「熟重」；统一口径
设计器草稿,糙米三文鱼牛肉（敢敢）,糙米,谷类及制品,FOOD,COOKED,熟,煮熟后称重、静置30分钟、打碎、充分搅拌,2,中,A3 熟档案未写口径 + A4 同原料口径不一致,没写按生重还是熟重称量；该原料在不同食谱里既写过生重又写过熟重,补「熟重」；统一口径
设计器草稿,糙米三文鱼牛肉（敢敢）,糙米,谷类及制品,FOOD,COOKED,熟,煮熟后称重、静置30分钟、打碎、充分搅拌,2,中,A3 熟档案未写口径 + A4 同原料口径不一致,没写按生重还是熟重称量；该原料在不同食谱里既写过生重又写过熟重,补「熟重」；统一口径
设计器草稿,糙米三文鱼牛肉（敢敢）,糙米,谷类及制品,FOOD,COOKED,熟,煮熟后称重、静置30分钟、打碎、充分搅拌,2,中,A3 熟档案未写口径 + A4 同原料口径不一致,没写按生重还是熟重称量；该原料在不同食谱里既写过生重又写过熟重,补「熟重」；统一口径
设计器草稿,糙米三文鱼牛肉（敢敢）,西兰花,蔬菜类及制品,FOOD,COOKED,熟,盐水/小苏打浸泡30分钟、煮熟后称重、打碎、充分搅拌,2,中,A3 熟档案未写口径 + A4 同原料口径不一致,没写按生重还是熟重称量；该原料在不同食谱里既写过生重又写过熟重,补「熟重」；统一口径
设计器草稿,糙米三文鱼牛肉（敢敢）,西兰花,蔬菜类及制品,FOOD,COOKED,熟,盐水/小苏打浸泡30分钟、煮熟后称重、打碎、充分搅拌,2,中,A3 熟档案未写口径 + A4 同原料口径不一致,没写按生重还是熟重称量；该原料在不同食谱里既写过生重又写过熟重,补「熟重」；统一口径
设计器草稿,糙米三文鱼牛肉（敢敢）,红甜椒,蔬菜类及制品,FOOD,RAW,生,去瓤、生重、打碎、充分搅拌,1,中,A4 同原料口径不一致,该原料在不同食谱里既写过生重又写过熟重,统一口径
设计器草稿,糙米三文鱼牛肉（敢敢）,西兰花,蔬菜类及制品,FOOD,COOKED,熟,盐水/小苏打浸泡30分钟、煮熟后称重、打碎、充分搅拌,2,中,A3 熟档案未写口径 + A4 同原料口径不一致,没写按生重还是熟重称量；该原料在不同食谱里既写过生重又写过熟重,补「熟重」；统一口径
设计器草稿,糙米三文鱼牛肉（敢敢）,西兰花,蔬菜类及制品,FOOD,COOKED,熟,盐水/小苏打浸泡30分钟、煮熟后称重、打碎、充分搅拌,2,中,A3 熟档案未写口径 + A4 同原料口径不一致,没写按生重还是熟重称量；该原料在不同食谱里既写过生重又写过熟重,补「熟重」；统一口径
设计器草稿,糙米三文鱼牛肉（敢敢）,红甜椒,蔬菜类及制品,FOOD,RAW,生,去瓤、生重、打碎、充分搅拌,1,中,A4 同原料口径不一致,该原料在不同食谱里既写过生重又写过熟重,统一口径
设计器草稿,糙米三文鱼牛肉（敢敢）,西兰花,蔬菜类及制品,FOOD,COOKED,熟,盐水/小苏打浸泡30分钟、煮熟后称重、打碎、充分搅拌,2,中,A3 熟档案未写口径 + A4 同原料口径不一致,没写按生重还是熟重称量；该原料在不同食谱里既写过生重又写过熟重,补「熟重」；统一口径
设计器草稿,糙米三文鱼牛肉（敢敢）,绿豆芽,蔬菜类及制品,FOOD,RAW,生,生重、打碎、充分搅拌,1,中,A4 同原料口径不一致,该原料在不同食谱里既写过生重又写过熟重,统一口径
设计器草稿,糙米三文鱼牛肉（敢敢）,红甜椒,蔬菜类及制品,FOOD,RAW,生,去瓤、生重、打碎、充分搅拌,1,中,A4 同原料口径不一致,该原料在不同食谱里既写过生重又写过熟重,统一口径
设计器草稿,糙米三文鱼牛肉（敢敢）,绿豆芽,蔬菜类及制品,FOOD,RAW,生,生重、打碎、充分搅拌,1,中,A4 同原料口径不一致,该原料在不同食谱里既写过生重又写过熟重,统一口径
设计器草稿,糙米三文鱼牛肉（敢敢）,红甜椒,蔬菜类及制品,FOOD,RAW,生,去瓤、生重、打碎、充分搅拌,1,中,A4 同原料口径不一致,该原料在不同食谱里既写过生重又写过熟重,统一口径
设计器草稿,糙米三文鱼牛肉（敢敢）,西兰花,蔬菜类及制品,FOOD,COOKED,熟,盐水/小苏打浸泡30分钟、煮熟后称重、打碎、充分搅拌,2,中,A3 熟档案未写口径 + A4 同原料口径不一致,没写按生重还是熟重称量；该原料在不同食谱里既写过生重又写过熟重,补「熟重」；统一口径
设计器草稿,糙米三文鱼牛肉（敢敢）,绿豆芽,蔬菜类及制品,FOOD,RAW,生,生重、打碎、充分搅拌,1,中,A4 同原料口径不一致,该原料在不同食谱里既写过生重又写过熟重,统一口径
设计器草稿,糙米三文鱼牛肉（敢敢）,红甜椒,蔬菜类及制品,FOOD,RAW,生,去瓤、生重、打碎、充分搅拌,1,中,A4 同原料口径不一致,该原料在不同食谱里既写过生重又写过熟重,统一口径
设计器草稿,糙米三文鱼牛肉（敢敢）,绿豆芽,蔬菜类及制品,FOOD,RAW,生,生重、打碎、充分搅拌,1,中,A4 同原料口径不一致,该原料在不同食谱里既写过生重又写过熟重,统一口径
设计器草稿,糙米三文鱼牛肉（敢敢）,红甜椒,蔬菜类及制品,FOOD,RAW,生,去瓤、生重、打碎、充分搅拌,1,中,A4 同原料口径不一致,该原料在不同食谱里既写过生重又写过熟重,统一口径
设计器草稿,糙米三文鱼牛肉（敢敢）,绿豆芽,蔬菜类及制品,FOOD,RAW,生,生重、打碎、充分搅拌,1,中,A4 同原料口径不一致,该原料在不同食谱里既写过生重又写过熟重,统一口径
设计器草稿,糙米三文鱼牛肉（敢敢）,绿豆芽,蔬菜类及制品,FOOD,RAW,生,生重、打碎、充分搅拌,1,中,A4 同原料口径不一致,该原料在不同食谱里既写过生重又写过熟重,统一口径
设计器草稿,糙米三文鱼猪里脊(烟花),糙米,谷类及制品,FOOD,COOKED,熟,煮熟后称重、充分搅拌,2,中,A3 熟档案未写口径 + A4 同原料口径不一致,没写按生重还是熟重称量；该原料在不同食谱里既写过生重又写过熟重,补「熟重」；统一口径
设计器草稿,糙米三文鱼猪里脊(烟花),糙米,谷类及制品,FOOD,COOKED,熟,煮熟后称重、充分搅拌,2,中,A3 熟档案未写口径 + A4 同原料口径不一致,没写按生重还是熟重称量；该原料在不同食谱里既写过生重又写过熟重,补「熟重」；统一口径
设计器草稿,糙米三文鱼猪里脊(烟花),糙米,谷类及制品,FOOD,COOKED,熟,煮熟后称重、充分搅拌,2,中,A3 熟档案未写口径 + A4 同原料口径不一致,没写按生重还是熟重称量；该原料在不同食谱里既写过生重又写过熟重,补「熟重」；统一口径
设计器草稿,糙米三文鱼猪里脊(烟花),糙米,谷类及制品,FOOD,COOKED,熟,煮熟后称重、充分搅拌,2,中,A3 熟档案未写口径 + A4 同原料口径不一致,没写按生重还是熟重称量；该原料在不同食谱里既写过生重又写过熟重,补「熟重」；统一口径
设计器草稿,糙米三文鱼猪里脊(烟花),胡萝卜,蔬菜类及制品,FOOD,COOKED,熟,煮熟后称重、打碎、充分搅拌,2,中,A3 熟档案未写口径 + A4 同原料口径不一致,没写按生重还是熟重称量；该原料在不同食谱里既写过生重又写过熟重,补「熟重」；统一口径
设计器草稿,糙米三文鱼猪里脊(烟花),胡萝卜,蔬菜类及制品,FOOD,COOKED,熟,煮熟后称重、打碎、充分搅拌,2,中,A3 熟档案未写口径 + A4 同原料口径不一致,没写按生重还是熟重称量；该原料在不同食谱里既写过生重又写过熟重,补「熟重」；统一口径
设计器草稿,糙米三文鱼猪里脊(烟花),胡萝卜,蔬菜类及制品,FOOD,COOKED,熟,煮熟后称重、打碎、充分搅拌,2,中,A3 熟档案未写口径 + A4 同原料口径不一致,没写按生重还是熟重称量；该原料在不同食谱里既写过生重又写过熟重,补「熟重」；统一口径
设计器草稿,糙米三文鱼猪里脊(烟花),胡萝卜,蔬菜类及制品,FOOD,COOKED,熟,煮熟后称重、打碎、充分搅拌,2,中,A3 熟档案未写口径 + A4 同原料口径不一致,没写按生重还是熟重称量；该原料在不同食谱里既写过生重又写过熟重,补「熟重」；统一口径
设计器草稿,糙米三文鱼鸭肉,豌豆,谷类及制品,FOOD,RAW,生,煮熟、打碎、充分搅拌,2,中,B5 非标准词 + A2b 生档案却写熟制步骤,自由文本：煮熟；档案用生数据，步骤却含焯水/蒸煮,归入受控词表或补进字典；确认是口径写错还是档案选错
设计器草稿,糙米三文鱼鸭肉,紫甘蓝,蔬菜类及制品,FOOD,RAW,生,生重、打碎、充分搅拌,1,中,A4 同原料口径不一致,该原料在不同食谱里既写过生重又写过熟重,统一口径
设计器草稿,糙米三文鱼鸭胸鹿腿,糙米,谷类及制品,FOOD,RAW,生,生重、打碎、充分搅拌,1,中,A4 同原料口径不一致,该原料在不同食谱里既写过生重又写过熟重,统一口径
设计器草稿,糙米三文鱼鸭胸鹿腿,糙米,谷类及制品,FOOD,RAW,生,生重、打碎、充分搅拌,1,中,A4 同原料口径不一致,该原料在不同食谱里既写过生重又写过熟重,统一口径
设计器草稿,糙米三文鱼鸭胸鹿腿,西兰花,蔬菜类及制品,FOOD,RAW,生,生重、打碎、充分搅拌,1,中,A4 同原料口径不一致,该原料在不同食谱里既写过生重又写过熟重,统一口径
设计器草稿,糙米三文鱼鸭胸鹿腿,糙米,谷类及制品,FOOD,COOKED,熟,煮熟后称重、充分搅拌,2,中,A3 熟档案未写口径 + A4 同原料口径不一致,没写按生重还是熟重称量；该原料在不同食谱里既写过生重又写过熟重,补「熟重」；统一口径
设计器草稿,糙米三文鱼鸭胸鹿腿,糙米,谷类及制品,FOOD,COOKED,熟,煮熟后称重、充分搅拌,2,中,A3 熟档案未写口径 + A4 同原料口径不一致,没写按生重还是熟重称量；该原料在不同食谱里既写过生重又写过熟重,补「熟重」；统一口径
设计器草稿,糙米三文鱼鸭胸鹿腿,糙米,谷类及制品,FOOD,COOKED,熟,煮熟后称重、充分搅拌,2,中,A3 熟档案未写口径 + A4 同原料口径不一致,没写按生重还是熟重称量；该原料在不同食谱里既写过生重又写过熟重,补「熟重」；统一口径
设计器草稿,糙米三文鱼鸭胸鹿腿,糙米,谷类及制品,FOOD,COOKED,熟,煮熟后称重、充分搅拌,2,中,A3 熟档案未写口径 + A4 同原料口径不一致,没写按生重还是熟重称量；该原料在不同食谱里既写过生重又写过熟重,补「熟重」；统一口径
设计器草稿,糙米三文鱼鸭胸鹿腿,糙米,谷类及制品,FOOD,COOKED,熟,煮熟后称重、充分搅拌,2,中,A3 熟档案未写口径 + A4 同原料口径不一致,没写按生重还是熟重称量；该原料在不同食谱里既写过生重又写过熟重,补「熟重」；统一口径
设计器草稿,糙米三文鱼鸭胸鹿腿,糙米,谷类及制品,FOOD,COOKED,熟,煮熟后称重、充分搅拌,2,中,A3 熟档案未写口径 + A4 同原料口径不一致,没写按生重还是熟重称量；该原料在不同食谱里既写过生重又写过熟重,补「熟重」；统一口径
设计器草稿,糙米三文鱼鸭胸鹿腿,西兰花,蔬菜类及制品,FOOD,RAW,生,生重、打碎、充分搅拌,1,中,A4 同原料口径不一致,该原料在不同食谱里既写过生重又写过熟重,统一口径
设计器草稿,糙米三文鱼鸭胸鹿腿,藜麦,谷类及制品,FOOD,RAW,生,生重、打粉、充分搅拌,1,中,A4 同原料口径不一致,该原料在不同食谱里既写过生重又写过熟重,统一口径
设计器草稿,糙米三文鱼鸭胸鹿腿,藜麦,谷类及制品,FOOD,RAW,生,生重、打粉、充分搅拌,1,中,A4 同原料口径不一致,该原料在不同食谱里既写过生重又写过熟重,统一口径
设计器草稿,糙米三文鱼鸭胸鹿腿,西兰花,蔬菜类及制品,FOOD,RAW,生,生重、打碎、充分搅拌,1,中,A4 同原料口径不一致,该原料在不同食谱里既写过生重又写过熟重,统一口径
设计器草稿,糙米三文鱼鸭胸鹿腿,红甜椒,蔬菜类及制品,FOOD,RAW,生,去瓤、生重、打碎、充分搅拌,1,中,A4 同原料口径不一致,该原料在不同食谱里既写过生重又写过熟重,统一口径
设计器草稿,糙米三文鱼鸭胸鹿腿,西兰花,蔬菜类及制品,FOOD,RAW,生,生重、打碎、充分搅拌,1,中,A4 同原料口径不一致,该原料在不同食谱里既写过生重又写过熟重,统一口径
